Job Title,Job Type,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Company URL,Recommend Job
principal Consultant - GCP Cloud Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"principal Consultant - GCP Cloud Data Engineer-ITO033048
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Inviting applications for the role of principal Consultant - GCP Cloud Data Engineer
In this role, you will be responsible to develop, test, debug, document and help operationalize various applications demonstrating industry standard methodologies and participate in design activities leading to innovative solutions in meeting customer needs.
Roles & Responsibilities",3.8,"Genpact
3.8",Noida,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),http://www.genpact.com/,76 %
Sr. Analytics Manager,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"About Essence

Essence, part of GroupM, is a global data and measurement-driven agency that blends data science, objective media and captivating experiences to build valuable connections between brands and consumers. Clients include Google, FrieslandCampina, and the Financial Times. The agency is more than 2000 people strong, manages over $3.2B in media spend and deploys campaigns in 71 markets via its global offices throughout North America, EMEA and APAC.

Visit essenceglobal.com for more information and follow us on Twitter at @essenceglobal

About the role

Accountable for quantifying and measuring the success of our executions and for delivering insights that enable us to innovate the work we deliver at Essence. You will be liaising with other teams and leading analysis setup and post campaigns review.


Key poc for project setup, analysis, and post-campaign reviews

Liaise closely with clients (internally and externally) on projects and become their trusted advisor

Build statistical models on historical data with comprehensive measurement, and test & learn plans

Provide direction and leadership to direct reports, working with them on goals, motivations, and career progression

Work with key stakeholders to assess project needs and ensure best-in-class work is being delivered

Take direct responsibility for quality of work and smooth operation of campaigns

Advise on best practice in your area

Play a prominent role in the induction of new employees, teaching them Essence's approach to Analytics

Work across, and with, all bands, disciplines, and offices, ensuring continuous collaboration and progression


Statistical/Mathematical degree from reputed institute

Proficiency with systems such as SQL and 'R'

Strong analytical skills - ability to analyze raw data, find insights, and provide actionable strategic recommendations

Hands on expereince of atleast 5 years in Statistical modeling is mandatory

Have a high understanding of marketing campaigns and their objectives

Strong verbal and written communicator with ability to build relationships at all levels within the business

Ability to manage a small team effectively to bring out the best in their skill sets, motivating them to succeed, and keeping their focus.

Strong work ethic, with ability to manage multiple projects, people, and time zones to meet deadlines and deliver results

What you can expect from Essence

Essence's mission is to make advertising more valuable to the world. We do this by employing the world's very best talent to solve some of the toughest challenges of today's digital marketing landscape. It's important that we hire people whose values reflect those of our own: genuine, results-focused, daring and insightful. As an Essence employee, we promise you a workplace that invests in your career, cares for you and is fun and engaging. We believe these factors create a workplace where you can be yourself and do amazing work.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, or marital status.",-1,Essence,Gurgaon,-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.essence.com.brindex.php/,46 %
Data Science - Lead Researcher,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Job Description
Roles and Responsibilities
Responsible for the Research & Development activities in Data Science Viz., AI, Machine Learning, NLP & Deep Learning
Understand the Business functionalities, Technically Guiding teams teams, explore the new methods of developing successful product
Interaction with Stakeholders & Clients
Mentoring the Team",4.4,"Integra Software Services
4.4",Puducherry,-1,1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),http://www.integra-online.com/,100 %
Manager Data Science,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"WHO WE ARE
We’re MiQ, a programmatic media partner for marketers and agencies. We connect data from multiple sources to do interesting, exciting, business-problem-solving things for our clients. We’re experts in data science, analytics and programmatic trading, and we’re always ready to react and solve challenges quickly, to make sure our clients are always spending their media investments on the right things in the right places.
Our business keeps growing and our company keeps getting better because we keep hiring smart new people. People who can challenge conventions and shake things up. People who want to connect with people all over the world to make great things happen. People who are as excited by the opportunities of programmatic marketing as us.""",-1,MiQ Digital,Bangalore,-1,501 to 1000 Employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,http://www.wearemiq.com/,82 %
Senior Data Engineer - Informatica & Snowflake,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Overview:
We are the Gen-Next technology solution provider, solving complex business problems. We assist our happy customers across all spectrum to reimagine their business processes and navigate their digital journey. Our out-of-the-box solutions continue to bridge the gap between ideas and reality, delivering impact through connected data, architecture and experience.

WE ARE ENQUERO - DIGITALLY TRANSFORMING businesses since 2014!

Excellence with Enquero

We are a vibrant and a ridiculously norm-challenging bunch with increasingly diverse teams across the globe. Our open culture enables easy ideation, innovation and delivery. Our voracious appetite for knowledge makes growth organic to us.

If you have a passion for problem solving and quirkiness doesn’t scare you, come be a part of our rapidly growing company. Oh! we do have a life outside work as well
Responsibilities:

Qualifications:
Disclaimer:",3.7,"Enquero Inc
3.7",Bangalore,-1,501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),http://www.enquero.com/,72 %
Senior Data Engineer - Informatica & Snowflake,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Overview:
We are the Gen-Next technology solution provider, solving complex business problems. We assist our happy customers across all spectrum to reimagine their business processes and navigate their digital journey. Our out-of-the-box solutions continue to bridge the gap between ideas and reality, delivering impact through connected data, architecture and experience.

WE ARE ENQUERO - DIGITALLY TRANSFORMING businesses since 2014!

Excellence with Enquero

We are a vibrant and a ridiculously norm-challenging bunch with increasingly diverse teams across the globe. Our open culture enables easy ideation, innovation and delivery. Our voracious appetite for knowledge makes growth organic to us.

If you have a passion for problem solving and quirkiness doesn’t scare you, come be a part of our rapidly growing company. Oh! we do have a life outside work as well
Responsibilities:

Qualifications:
Disclaimer:",3.7,"Enquero Inc
3.7",Bangalore,-1,10000+ Employees,1901,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),http://www.tevapharm.com/,69 %
Clinical Research Scientist II,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Company Info
Teva is a global pharmaceutical leader and the world's largest generic medicines producer, committed to improving health and increasing access to quality health solutions worldwide. Our employees are at the core of our success, with colleagues in over 80 countries delivering the world's largest medicine cabinet to 200 million people every day. We offer a uniquely diverse portfolio of products and solutions for patients and we've built a promising pipeline centered around our core therapeutic areas. We are continually developing patient-centric solutions and significantly growing both our generic and specialty medicines business through investment in research and development, marketing, business development and innovation. This is how we improve health and enable people to live better, healthier lives. Join us on our journey of growth!",3.7,"Teva Pharmaceuticals
3.7",Navi Mumbai,-1,501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),http://www.enquero.com/,72 %
Staff Data Engineer (Big Data) - Data Product Development,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Company Description

As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.
At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.",3.7,"Visa
3.7",Bangalore,-1,10000+ Employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),http://www.visa.com/,83 %
Staff Data Engineer (Big Data) - Data Product Development,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Company Description

As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.
At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.",3.7,"Visa
3.7",Bangalore,-1,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,http://www.peoplefy.com/,82 %
Data Analyst - R & Python,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Job Description
Roles and Responsibilities

Work Location - Pune

Experience - 3 to 7 Years

Joining Time - Immediate Joiner is preferred

Required Skills:

Should write effective, scalable code in R and Python.",3.7,"Peoplefy Infosolutions Private Limited
3.7",Pune,-1,201 to 500 Employees,2013,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),http://www.datametica.com/,71 %
Senior Data Engineer - SAP HANA,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Overview:
We are the Gen-Next technology solution provider, solving complex business problems. We assist our happy customers across all spectrum to reimagine their business processes and navigate their digital journey. Our out-of-the-box solutions continue to bridge the gap between ideas and reality, delivering impact through connected data, architecture and experience.

WE ARE ENQUERO - DIGITALLY TRANSFORMING businesses since 2014!

Excellence with Enquero

We are a vibrant and a ridiculously norm-challenging bunch with increasingly diverse teams across the globe. Our open culture enables easy ideation, innovation and delivery. Our voracious appetite for knowledge makes growth organic to us.

If you have a passion for problem solving and quirkiness doesn’t scare you, come be a part of our rapidly growing company. Oh! we do have a life outside work as well
Responsibilities:

Qualifications:

Disclaimer:",3.7,"Enquero Inc
3.7",Hyderābād,-1,501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),http://www.enquero.com/,72 %
Computer Scientist - Video,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,"Adobe
4.4",Noida,-1,10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),http://www.adobe.com/,89 %
Computer Scientist - Video,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,"Adobe
4.4",Noida,-1,10000+ Employees,1908,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),http://www.bp.com/,65 %
Sales Data Analyst,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"About the Company
What do Microsoft, The Gap, Royal Bank of Scotland, Lockheed Martin, and top Open Source projects like Angularjs have in common? They all use BrowserStack, as do over 25,000 other Customers! Since launching in 2011, our mission has been bold yet simple: To be the testing infrastructure for the internet.
BrowserStack is the innovation leader in the fast growing market for automated application testing. 9 years and billions of tests later, we are ready for our next phase of hyper growth. Bootstrapped for the first 6 years, we continue to be profitable since inception with a near exponential growth in customers around the globe. In 2018, we closed $50M in Series A funding from Accel.
About the Role
Hands-on experience in building data models and tracking key performance metrics
Develop reports and dashboards on Salesforce for consumption by senior management
Using SQL data queries, help answer specific business questions by writing a clear, usable project plan and executing with minimal guidance
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Data Modelling & Visualizations – Build/maintain historic data for the function and create forecasting models for futuristic projections
Expertise in BI tools (preferably Looker), building and maintaining enterprise level dashboards. Passion for Data Visualization and driving user adoption of dashboards
Provide ongoing support in the design and execution of new sales tactics, strategies and campaigns
Requirements
3- 5 years of experience in data analytics
BS in Mathematics, Economics, Computer Science, Information Management or Statistics
Strong knowledge of and experience with databases (SQL etc)
Strong understanding of Salesforce and other related tools
Good understanding of SaaS business, relevant metrics is a must
Strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy
Benefits
Our benefits include a competitive salary, bonus and equity program, 100% company paid medical insurance, a flexible and generous vacation policy, etc.",3.8,"BrowserStack
3.8",Mumbai,-1,501 to 1000 Employees,2011,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.browserstack.com/,76 %
Sales Data Analyst,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"About the Company
What do Microsoft, The Gap, Royal Bank of Scotland, Lockheed Martin, and top Open Source projects like Angularjs have in common? They all use BrowserStack, as do over 25,000 other Customers! Since launching in 2011, our mission has been bold yet simple: To be the testing infrastructure for the internet.
BrowserStack is the innovation leader in the fast growing market for automated application testing. 9 years and billions of tests later, we are ready for our next phase of hyper growth. Bootstrapped for the first 6 years, we continue to be profitable since inception with a near exponential growth in customers around the globe. In 2018, we closed $50M in Series A funding from Accel.
About the Role
Hands-on experience in building data models and tracking key performance metrics
Develop reports and dashboards on Salesforce for consumption by senior management
Using SQL data queries, help answer specific business questions by writing a clear, usable project plan and executing with minimal guidance
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Data Modelling & Visualizations – Build/maintain historic data for the function and create forecasting models for futuristic projections
Expertise in BI tools (preferably Looker), building and maintaining enterprise level dashboards. Passion for Data Visualization and driving user adoption of dashboards
Provide ongoing support in the design and execution of new sales tactics, strategies and campaigns
Requirements
3- 5 years of experience in data analytics
BS in Mathematics, Economics, Computer Science, Information Management or Statistics
Strong knowledge of and experience with databases (SQL etc)
Strong understanding of Salesforce and other related tools
Good understanding of SaaS business, relevant metrics is a must
Strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy
Benefits
Our benefits include a competitive salary, bonus and equity program, 100% company paid medical insurance, a flexible and generous vacation policy, etc.",3.8,"BrowserStack
3.8",Mumbai,-1,501 to 1000 Employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),http://www.eagleview.co.in/,65 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Eagleview, a leader in aerial imagery is growing, and requires a new modern data architecture to power our data-driven culture. We are actively building out our data team, and looking for accomplished thought leaders with a passion for delivering world-class data solutions.

As a Data Engineer you will work with the latest development tools to design and build new data pipelines to onboard data to our new, modern cloud architecture. This is an exciting opportunity for self-starter, tech savvy engineers to build out our next-generation big data platforms.
Primary Responsibilities
Design, develop and operationalize new data pipelines and data transformation rules.
Profile data and identify potential data gaps.",3.5,"EagleView
3.5",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),http://www.genpact.com/,-1
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Headquartered in Dublin, Ohio, Cardinal Health, Inc. (NYSE: CAH) is a global, integrated healthcare services and products company connecting patients, providers, payers, pharmacists and manufacturers for integrated care coordination and better patient management. Backed by nearly 100 years of experience, with more than 50,000 employees in nearly 60 countries, Cardinal Health ranks among the top 20 on the Fortune 500.

Department Overview
augmented Intelligence (augIntel) builds automation, analytics and artificial intelligence solutions that drive success for Cardinal Health by creating material savings, efficiencies and revenue growth opportunities. The team drives business innovation by leveraging emerging technologies and turning them into differentiating business capabilities.",-1,Cardinal Health,Bangalore,-1,10000+ Employees,1971,Company - Public,Wholesale,Business Services,$10+ billion (USD),http://www.cardinalhealth.com/,71 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Headquartered in Dublin, Ohio, Cardinal Health, Inc. (NYSE: CAH) is a global, integrated healthcare services and products company connecting patients, providers, payers, pharmacists and manufacturers for integrated care coordination and better patient management. Backed by nearly 100 years of experience, with more than 50,000 employees in nearly 60 countries, Cardinal Health ranks among the top 20 on the Fortune 500.

Department Overview
augmented Intelligence (augIntel) builds automation, analytics and artificial intelligence solutions that drive success for Cardinal Health by creating material savings, efficiencies and revenue growth opportunities. The team drives business innovation by leveraging emerging technologies and turning them into differentiating business capabilities.",-1,Cardinal Health,Bangalore,-1,201 to 500 Employees,2008,Company - Private,Internet,Information Technology,$100 to $500 million (USD),http://www.gumgum.com/,77 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"KEY RESPONSIBILITES

This position will mainly interact with internal Data Engineering Infrastructure and processes

Design and implement processes supporting data transformation, data structures, metadata, dependency and workload management.

Lifecycle management of the Datawarehouse and Pipeline to maintain optimum health

Build processes supporting data transformation, data structures, metadata, dependency and workload management.

Data validation and quality analysis to ensure there are no gaps in Data delivered to the business for further analysis

Work with product and engineering teams to understand data mappings from various front-end to back-end data processes

Make continuous improvements to the data pipeline architecture to support DigiCert's growing data needs

Share team responsibilities for all aspects involved with maintaining a high level of uptime

Work with data and analytics experts to strive for greater functionality in our data systems

REQUIREMENTS

5+ years of experience in a Data Engineer role

Bachelor's degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field

3+ years' experience with CI/CD engineering

Experience building and optimizing large scale data pipelines


Spark, Kafka, etc.

Luigi, Airflow, etc.

Storm, Spark-Streaming, etc.

Python, Go, etc.

Experience with SCD Implementation Type I and Type II

Experience in building containerized applications

MariaDB, PostgreSQL, Cassandra, etc.

Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.

Working knowledge of message queuing, stream processing, and highly scalable data stores.

Experience using GIT for version control

Advanced working SQL knowledge and experience working with relational databases as well as working familiarity with a variety of databases


Experience with Dockers, Kubernetes
Experience with Kafka, Kafka-connect

Experience with MariaDB AX/MPP

Experience with CDC, Debezium

Experience with Kubernetes, Nutanix-Karbon

Experience in defining and implementing testing framework

Experience in Datawarehouse database management",-1,DigiCert,Bangalore,-1,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),http://www.digicert.com/,80 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"KEY RESPONSIBILITES

This position will mainly interact with internal Data Engineering Infrastructure and processes

Design and implement processes supporting data transformation, data structures, metadata, dependency and workload management.

Lifecycle management of the Datawarehouse and Pipeline to maintain optimum health

Build processes supporting data transformation, data structures, metadata, dependency and workload management.

Data validation and quality analysis to ensure there are no gaps in Data delivered to the business for further analysis

Work with product and engineering teams to understand data mappings from various front-end to back-end data processes

Make continuous improvements to the data pipeline architecture to support DigiCert's growing data needs

Share team responsibilities for all aspects involved with maintaining a high level of uptime

Work with data and analytics experts to strive for greater functionality in our data systems

REQUIREMENTS

5+ years of experience in a Data Engineer role

Bachelor's degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field

3+ years' experience with CI/CD engineering

Experience building and optimizing large scale data pipelines


Spark, Kafka, etc.

Luigi, Airflow, etc.

Storm, Spark-Streaming, etc.

Python, Go, etc.

Experience with SCD Implementation Type I and Type II

Experience in building containerized applications

MariaDB, PostgreSQL, Cassandra, etc.

Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.

Working knowledge of message queuing, stream processing, and highly scalable data stores.

Experience using GIT for version control

Advanced working SQL knowledge and experience working with relational databases as well as working familiarity with a variety of databases


Experience with Dockers, Kubernetes
Experience with Kafka, Kafka-connect

Experience with MariaDB AX/MPP

Experience with CDC, Debezium

Experience with Kubernetes, Nutanix-Karbon

Experience in defining and implementing testing framework

Experience in Datawarehouse database management",-1,DigiCert,Bangalore,-1,10000+ Employees,1888,Company - Public,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,http://www.arcadis.com/,82 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Description
From climate change to urbanization, we live in an increasingly complex world. Whatever the challenge, we deliver exceptional and sustainable outcomes for our clients, improving quality of life.
You know you’re in the right career when work becomes play, when organization purpose aligns with your personal purpose making every day a meaningful day. And your work helps the industry, the environment and the planet earth in positive ways while you get the opportunities, support and benefits you need.
Passionate, and curious and proactive. Purpose Driven and energized. That’s #LifeAtArcadis #SustainableCities #PlanetforNextGeneration. Are you ready to discover it for yourself?

ARCADIS is looking for looking for people with a passion to drive and execute Digital to the core of everything we do. We firmly believe in “Everything Digital, Digital Everything”. We are transforming, we are reimagining the industry and we are reimagining how communities and nations can help becoming more sustainable places to live for today and future generations.



We are now recruiting talented individuals to fill our current vacancy for Data Analyst to work on our projects in Hyderabad.

To be considered for a role we are seeking candidates with the following credentials:

Job Title;",-1,Arcadis,Hyderābād,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),http://www.genpact.com/,76 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Who we are

We are a consultant led organisation. We invest heavily in our consultants to ensure they have the technical skills and commercial acumen to be successful in their work.

Our consultants have a passion for data and solving complex problems. They are curious, ambitious and experts in their fields. We have developed a first rate team so you will be supported and learn from the best
About the role
Collaborating with a team of like-minded and experienced engineers for Tier 1 customers, you will focus on data engineering on large complex data projects. Your work will have an impact on platforms that handle crores of customers and millions of transactions daily.",-1,Servian,Bangalore,-1,501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,http://www.servian.com/,83 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Who we are

We are a consultant led organisation. We invest heavily in our consultants to ensure they have the technical skills and commercial acumen to be successful in their work.

Our consultants have a passion for data and solving complex problems. They are curious, ambitious and experts in their fields. We have developed a first rate team so you will be supported and learn from the best
About the role
Collaborating with a team of like-minded and experienced engineers for Tier 1 customers, you will focus on data engineering on large complex data projects. Your work will have an impact on platforms that handle crores of customers and millions of transactions daily.",-1,Servian,Bangalore,-1,10000+ Employees,1957,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,http://www.aleroninc.com/,70 %
Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"ID: 17794
Posted: 3/18/2021
Location: Bangalore South,
Category: Testing
Job Type: Permanent


Description
You will be responsible for Building data and intelligence collateral for Sales, Marketing and Customer Success teams. Working with the Business, Operations and Tech teams to understand and derive data Requirements Conducting exploratory data analysis to identify patterns in data that eventually serve as an input to product. Identifying data trends, presenting the findings and making recommendations. Building ad hoc reports and/or other requested information and meeting deadlines for customer delivery Owning the quality and accuracy of data reports. Building automation and tooling to proactively surface data issues



Experience and skills we are looking for 3 years to 5 years of experience Good working knowledge of MySQL/PostgreSQL/Redshift and understanding of data modelling and relational databases Strong hands-on experience working in Python/R for data analysis and writing highly performant and advanced SQL queries Demonstrated experience in timely creation of both standard and ad hoc reporting, data analysis and presentation of findings",-1,Aleron,Bangalore,-1,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),http://jobs.gapinc.com/,67 %
Data Engineering Lead,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Join us as a Data Engineering Lead
This is an exciting opportunity to use your technical expertise to collaborate with colleagues and build effortless, digital first customer experiences
You’ll be simplifying the bank through developing innovative data driven solutions, inspiring to be commercially successful through insight, and keeping our customers’ and the bank’s data safe and secure
Participating actively in the data engineering community, you’ll deliver opportunities to support our strategic direction while building your network across the bank
We’re recruiting for multiple roles across a range to levels, up to and including experienced managers
What you'll do",-1,NatWest Group,Bangalore,-1,10000+ Employees,1727,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.natwestgroup.com/,80 %
Data Engineering Lead,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Join us as a Data Engineering Lead
This is an exciting opportunity to use your technical expertise to collaborate with colleagues and build effortless, digital first customer experiences
You’ll be simplifying the bank through developing innovative data driven solutions, inspiring to be commercially successful through insight, and keeping our customers’ and the bank’s data safe and secure
Participating actively in the data engineering community, you’ll deliver opportunities to support our strategic direction while building your network across the bank
We’re recruiting for multiple roles across a range to levels, up to and including experienced managers
What you'll do",-1,NatWest Group,Bangalore,-1,51 to 200 Employees,2003,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),http://www.kairostech.com/,79 %
Manager- Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Manager- Data Engineer-CPG021200
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Inviting applications for the role of Manager, Data Engineer
In this role, we are looking for Data Engineer who would be responsible for the creation of data base foundation and infrastructure in Azure. Role demands to create data pipeline and data models for the business by envisioning and executing strategies that will help creating visualization or machine learning model on top of it to influence business performance of our CPG clients.",3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),http://www.genpact.com/,76 %
Data Engineer for AI/Advance Analytic,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Job Description :

Lead the development and adoption of enterprise solutions in Data-Driven and AI Ops
Establish and teach Leidos best practices, lessons learned, and technological approaches throughout the enterprise
Build communities of practice and foster a culture of sharing and harvesting solutions in Data-Driven and AI Ops
Work with the program teams and Office of Technology (OOT) leadership to identify technology and solution roadmaps to improve enterprise capabilities
Strengthen existing programs and with an application of AI Ops solutions and technology and innovation by working with peer Operations teams, Group CTOs, and other Leidos Groups

8.00-12.00 Years",1.0,"Genpact
3.8",Noida,-1,201 to 500 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,http://www.anicalls.com/,N/A
Data Engineer for AI/Advance Analytic,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Job Description :

Lead the development and adoption of enterprise solutions in Data-Driven and AI Ops
Establish and teach Leidos best practices, lessons learned, and technological approaches throughout the enterprise
Build communities of practice and foster a culture of sharing and harvesting solutions in Data-Driven and AI Ops
Work with the program teams and Office of Technology (OOT) leadership to identify technology and solution roadmaps to improve enterprise capabilities
Strengthen existing programs and with an application of AI Ops solutions and technology and innovation by working with peer Operations teams, Group CTOs, and other Leidos Groups

8.00-12.00 Years",1.0,"ANI Calls India Private Limited
1.0",Noida,-1,10000+ Employees,1979,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),http://www.ingrammicro.com/,75 %
Associate Data Engineer,Job Type : Full-time,₹306K - ₹504K (Glassdoor est.),"Description
A little bit about Symphony Talent:
Symphony Talent is a recruitment marketing SaaS company that helps recruitment teams automate tasks for efficiency and empower smarter candidate interactions. Our award-winning platform, SmashFlyX, unifies CRM, career site, and programmatic marketing for the most comprehensive talent campaigning and marketing software in the industry. The platform also includes an Integration marketplace, big data engine and deep analytics offering.
Summary:
At Symphony Talent, we use machine learning at the very core of the platform to personalize incredible candidate experiences; recommend, inform and provide predictions to Talent Acquisition professionals. Machine Learning / Data Engineers are responsible for full lifecycle development including exploration, design, architect, validation and management. Team members lead the product platform by creating new capabilities through AI/ Machine Learning that are exploited in various throughout the platform.",3.7,"Symphony Talent
3.7",Bangalore,-1,201 to 500 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,http://www.symphonytalent.com/,63 %
